,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
155,facebook_corpus_msr_469708,Cnbc is another which has suffered the most due to denomination..crying for long 😎😆,NAG,cnbc is another which has suffered the most due to denomination..crying for long 😎😆,47.6,10.1,24,14,83,2
156,facebook_corpus_msr_477938,What will be done to the money we have ?,NAG,what will be done to the money we have ?,94.3,2.34,11,9,40,2
157,facebook_corpus_msr_423644,"knowing weakness , ignoring weakness, will effect your performance. you will not have own / self confidence.  as their character is reflected.",NAG,"knowing weakness , ignoring weakness, will effect your performance. you will not have own / self confidence. as their character is reflected.",30.03,14.04,37,20,142,2
158,facebook_corpus_msr_333689,I live in punjab and there is no such thing going on,NAG,i live in punjab and there is no such thing going on,95.95,2.86,14,12,52,2
159,facebook_corpus_msr_489597,19500 bank nifty put  went from 1 re to 400 Rs.. How to trade such fluctuations??,NAG,19500 bank nifty put went from 1 re to 400 rs.. how to trade such fluctuations??,84.84,5.4,20,16,81,2
160,facebook_corpus_msr_335885,How about dividing india again to form new country for dalits,NAG,how about dividing india again to form new country for dalits,72.62,5.86,16,11,61,2
161,facebook_corpus_msr_477778,"superb.. modi ji... i do agree.. we common peole will face some issue for sometime.. but.. in future, this will help us in grow...",NAG,"superb.. modi ji... i do agree.. we common peole will face some issue for sometime.. but.. in future, this will help us in grow...",73.2,9.01,31,24,130,2
162,facebook_corpus_msr_416533,"Repo rate unchanged at 6.25%, Reverse repo rate hiked to 6%, CRR unchanged at 4%",NAG,"repo rate unchanged at 6.25%, reverse repo rate hiked to 6%, crr unchanged at 4%",78.81,5.99,20,15,80,2
163,facebook_corpus_msr_466592,"Atleast Now ur speaking sir....no one is controling. Thsnks MODI ji, U made our ex PM Manmohan ji to speak",NAG,"atleast now ur speaking sir....no one is controling. thsnks modi ji, u made our ex pm manmohan ji to speak",76.56,7.55,26,20,106,2
164,facebook_corpus_msr_335659,"Muslims Caste system broadly divided into Ashraf  (Higher Caste), Ajlaf (Backward Caste) , and Arjals  ( Dalit )..totally they are divided in 308..also there are Shias, Sunni, Ahmadia n daudi bohra etc..",NAG,"muslims caste system broadly divided into ashraf (higher caste), ajlaf (backward caste) , and arjals ( dalit )..totally they are divided in 308..also there are shias, sunni, ahmadia n daudi bohra etc..",29.75,16.56,52,30,203,2
165,facebook_corpus_msr_430864,India is missing bond of RBI Mr Raghu ram Ranjan,NAG,india is missing bond of rbi mr raghu ram ranjan,86.71,3.65,13,10,48,2
166,facebook_corpus_msr_428093,Dhoni is very excellent .. when does he come to see all deaf at jamshedpur ..,NAG,dhoni is very excellent .. when does he come to see all deaf at jamshedpur ..,77.81,5.88,19,14,77,2
167,facebook_corpus_msr_484808,Company more cash Return to investors n investors more invest,NAG,company more cash return to investors n investors more invest,61.33,7.19,16,10,61,2
168,facebook_corpus_msr_473437,"This is brainless action. No good strategies with government. Why common man like us suffer for a moment who do not hoard black money. Why announce it in the night without considering the people including  children are returning home or travelling within country or abroad? 
Almost everyone had unfortunate incidents. Can never forgive the government. There could have been a grace period to the same without creating a panic situation.",NAG,this is brainless action. no good strategies with government. why common man like us suffer for a moment who do not hoard black money. why announce it in the night without considering the people including children are returning home or travelling within country or abroad? almost everyone had unfortunate incidents. can never forgive the government. there could have been a grace period to the same without creating a panic situation.,-4.41,31.26,116,70,436,2
169,facebook_corpus_msr_484529,Can any online portal (agent) declare on website which life insurancd company has maximum claim in less time.they sell and push which has maximum brokerage or  incentive,NAG,can any online portal (agent) declare on website which life insurancd company has maximum claim in less time.they sell and push which has maximum brokerage or incentive,41.56,14.17,44,27,169,2
170,facebook_corpus_msr_481835,"If @HillaryClinton wins Nifty will touch 9120 in 6 months, if @realDonaldTrump win Nifty will cross 9120 in 6 weeks; though I like neither",NAG,"if  wins nifty will touch 9120 in 6 months, if  win nifty will cross 9120 in 6 weeks; though i like neither",80.25,8.03,29,24,138,2
171,facebook_corpus_msr_471878,"We all should support the Government, it is for a good cause",NAG,"we all should support the government, it is for a good cause",88.91,3.84,15,12,60,2
172,facebook_corpus_msr_434201,can u help us to know about avaition stocks and scope in budget also comment jet airways,NAG,can u help us to know about avaition stocks and scope in budget also comment jet airways,85.07,5.62,21,17,88,2
173,facebook_corpus_msr_338229,जल्दी कांग्रेस युक्त भगोडो की पार्टी मैं शामिल हो जाऊँगा,NAG,जल्दी कांग्रेस युक्त भगोडो की पार्टी मैं शामिल हो जाऊँगा,112.09,0.11,10,10,56,2
174,facebook_corpus_msr_466825,very well said and to the point and very true ... hear this mr modiji pm ..what ordinary is suffering ..😊,NAG,very well said and to the point and very true ... hear this mr modiji pm ..what ordinary is suffering ..😊,72.33,8.14,27,20,105,2
175,facebook_corpus_msr_436817,Please show our protest for jallikattu  by youngsters in tamil nadu,NAG,please show our protest for jallikattu by youngsters in tamil nadu,80.31,4.79,15,11,67,2
176,facebook_corpus_msr_490895,Compared to European markets why Sensex and Nifty didn't rally much?,NAG,compared to european markets why sensex and nifty didn't rally much?,57.23,8.01,18,11,68,2
177,facebook_corpus_msr_468717,Never before on History of India we had such a productive debate! India has a great future 🎋🎋🎋,NAG,never before on history of india we had such a productive debate! india has a great future 🎋🎋🎋,56.97,9.79,28,18,94,2
178,facebook_corpus_msr_333593,Nishnt Rao how much money you get per comment.just asking,NAG,nishnt rao how much money you get per comment.just asking,69.79,6.01,15,10,57,2
179,facebook_corpus_msr_477641,So i am a student who withdraw rs. 2000 from bank today and all i got is 4 rs 500 notes. If i were to eat tommorow what shall i do. STARVE.,NAG,so i am a student who withdraw rs. 2000 from bank today and all i got is 4 rs 500 notes. if i were to eat tommorow what shall i do. starve.,79.18,10.17,36,32,139,2
180,facebook_corpus_msr_456643,anuj ur view on demonitisation how it will impact market,NAG,anuj ur view on demonitisation how it will impact market,61.33,7.19,16,10,56,2
181,facebook_corpus_msr_333749,No value for human beings value fir cows. .?  Too much and enough,NAG,no value for human beings value fir cows. .? too much and enough,67.76,6.79,18,12,65,2
182,facebook_corpus_msr_442643,"Congress is giving many reasons against less-cash economy, like
1. Country has more than 95% poor and lower middle class people.
2. Majority of people are not having bank accounts
3. More than 40% people are illiterate.
4. People are not having smartphones.
5. Country is not having proper infrastructure like power, Internet access etc. etc.....
We are confused whether Congress is opposing Modi's move or explaining failures of their 60+ years of rule.",NAG,"congress is giving many reasons against less-cash economy, like 1. country has more than 95% poor and lower middle class people. 2. majority of people are not having bank accounts 3. more than 40% people are illiterate. 4. people are not having smartphones. 5. country is not having proper infrastructure like power, internet access etc. etc..... we are confused whether congress is opposing modi's move or explaining failures of their 60+ years of rule.",8.25,30.49,108,74,454,2
183,facebook_corpus_msr_421669,"1950-1980  employees not given holiday for marriages do you know this ....every thing to be done in the manual no machines nothing--E.B , postal , banking -account ledger ,mechanics etc   ....compensate those generation with your news sir ......",NAG,"1950-1980 employees not given holiday for marriages do you know this ....every thing to be done in the manual no machines nothing--e.b , postal , banking -account ledger ,mechanics etc ....compensate those generation with your news sir ......",26.28,18.29,60,35,245,2
184,facebook_corpus_msr_490767,Defensive is best bet fr mkt I cming Two qtrs,NAG,defensive is best bet fr mkt i cming two qtrs,95.17,2.47,12,10,45,2
185,facebook_corpus_msr_468741,short term pain n long term gain.. dont et that.. this pain wll be medium term wch may extend also..its not limited to money nt available bt it will hurt business lines.. abt long term benefits.. no one is able to quantify that.. all are estimates.. but pain is current and real,NAG,short term pain n long term gain.. dont et that.. this pain wll be medium term wch may extend also..its not limited to money nt available bt it will hurt business lines.. abt long term benefits.. no one is able to quantify that.. all are estimates.. but pain is current and real,43.42,20.12,68,52,278,2
186,facebook_corpus_msr_440714,"All the black money got white in 50 days 
Dont u think the policy failed.",NAG,all the black money got white in 50 days dont u think the policy failed.,90.09,4.42,18,15,73,2
187,facebook_corpus_msr_477820,What about the 100 rs notes that people may have stacked before the 500 or 1000 rs notes were printed?? Also what about the money in foreign accounts in foreign currency deposited by politicians?? By this move all the big crocodiles will still be safe!,NAG,what about the 100 rs notes that people may have stacked before the 500 or 1000 rs notes were printed?? also what about the money in foreign accounts in foreign currency deposited by politicians?? by this move all the big crocodiles will still be safe!,48.36,17.69,60,45,252,2
188,facebook_corpus_msr_496133,"No nonsence brute as per their ethical responsibility, VIGILENCE OF INDIAN MEDIA HAS BECOME MORE NECESSITY IN CURRENT PREVAILING POLITICO-ADMINISTRATIVE SCENARIOS for the security of comming times ... @alert✔",NAG,"no nonsence brute as per their ethical responsibility, vigilence of indian media has become more necessity in current prevailing politico-administrative scenarios for the security of comming times ... ✔",0.15,20.19,59,28,208,2
189,facebook_corpus_msr_330068,Idiot he has been credited for not removing the photos which will incur more cost,NAG,idiot he has been credited for not removing the photos which will incur more cost,67.53,7.57,22,15,81,2
190,facebook_corpus_msr_328187,"In India there is a habit of drinking and commenting, i hope you are not drunk",NAG,"in india there is a habit of drinking and commenting, i hope you are not drunk",84.84,5.4,20,16,78,2
191,facebook_corpus_msr_442020,"Sir, your views about Mahindra Holiday Resorts Limited. Considering a person like Vijay Kedia has entered this stock recently",NAG,"sir, your views about mahindra holiday resorts limited. considering a person like vijay kedia has entered this stock recently",36.16,12.94,34,19,125,2
192,facebook_corpus_msr_331707,Shame on you ss rajamouli. You are calling shudras as parasites.  You are sick.,NAG,shame on you ss rajamouli. you are calling shudras as parasites. you are sick.,71.77,6.73,20,14,79,2
193,facebook_corpus_msr_477184,Awesome move by Govt....  :-) modiji.. U r just awesome in find new awesome moves.. U r just wow sir.. <3,NAG,awesome move by govt.... :-) modiji.. u r just awesome in find new awesome moves.. u r just wow sir.. <3,72.33,8.14,27,20,105,2
194,facebook_corpus_msr_338112,The party proves that it is really a sweeper's party.,CAG,the party proves that it is really a sweeper's party.,69.79,6.01,15,10,53,0
195,facebook_corpus_msr_466749,Who gave you right to speak on behalf of the country? People gave you 10 years and what did you do on behalf of the country?,NAG,who gave you right to speak on behalf of the country? people gave you 10 years and what did you do on behalf of the country?,79.58,8.62,31,26,124,2
196,facebook_corpus_msr_366094,For such incidents Congress governments week policy was responsible when those nationalists where in opposition and now,NAG,for such incidents congress governments week policy was responsible when those nationalists where in opposition and now,25.36,13.95,33,17,119,2
197,facebook_corpus_msr_481471,Hie anuj ur cal on market for tom cn b this bottom n cn v make new high if clinton cuma,NAG,hie anuj ur cal on market for tom cn b this bottom n cn v make new high if clinton cuma,88.83,6.09,24,21,87,2
198,facebook_corpus_msr_332402,"for ur kind information the coach has suported the girl and has lodged an fir,the competition organisers were the one who categorised her dress as being seductive.read the article.",NAG,"for ur kind information the coach has suported the girl and has lodged an fir,the competition organisers were the one who categorised her dress as being seductive.read the article.",40.29,14.84,47,29,180,2
199,facebook_corpus_msr_488391,Gsfc up today ? Time to buy fertiliser companies ?,NAG,gsfc up today ? time to buy fertiliser companies ?,29.52,11.13,16,8,50,2
200,facebook_corpus_msr_477609,"I withdrew 10 K from bank & they gave me 9 notes of 1000, M traveling 2moro, how can I be able 2 pay taxiwala",NAG,"i withdrew 10 k from bank & they gave me 9 notes of 1000, m traveling 2moro, how can i be able 2 pay taxiwala",80.25,8.03,29,24,109,2
201,facebook_corpus_msr_468697,Govt will not demonetize it but might circulate it less unlike what previous government did. They made 500/1000 notes almost 85% of the entire currency.,NAG,govt will not demonetize it but might circulate it less unlike what previous government did. they made 500/1000 notes almost 85% of the entire currency.,49.48,12.57,39,25,152,2
202,facebook_corpus_msr_451251,Proud to be an Indian. .. We need more pms like modi in future,NAG,proud to be an indian. .. we need more pms like modi in future,76.5,5.82,18,13,62,2
203,facebook_corpus_msr_371562,"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work",NAG,part time online job without investment most important job for facebook expert earn 15000-25000/-month open play store install champcash mony free app sign up with champcash refer id-12935304 install 7-8 apps in the champcash and start online work,41.37,16.93,57,38,252,2
204,facebook_corpus_msr_469729,Will the tax rates will be reduced for the salaried employees.. How are honest in paying their taxes...,NAG,will the tax rates will be reduced for the salaried employees.. how are honest in paying their taxes...,75.77,7.16,24,18,103,2
205,facebook_corpus_msr_466441,Plz dont use abusive words guys nd dont make fun  of him he is our ex PM ........he is standing there coZ he is more intellegent than u lads,NAG,plz dont use abusive words guys nd dont make fun of him he is our ex pm ........he is standing there coz he is more intellegent than u lads,75.3,9.96,35,29,140,2
206,facebook_corpus_msr_406258,Well that temple demolished by hindus. Not muslims. Muslims are peaceful,NAG,well that temple demolished by hindus. not muslims. muslims are peaceful,57.23,8.01,18,11,72,2
207,facebook_corpus_msr_404913,"absolutely right, if USA & other countries adopt this strategy to stop the Indians then why we Indians tolerate these foreign countries",NAG,"absolutely right, if usa & other countries adopt this strategy to stop the indians then why we indians tolerate these foreign countries",36.46,13.39,37,21,135,2
208,facebook_corpus_msr_485336,view  on consumers stocks like   FCEL future consumer enterprise limited,NAG,view on consumers stocks like fcel future consumer enterprise limited,27.49,11.91,20,10,72,2
209,facebook_corpus_msr_469869,Why people debating on this whiteout any doubt this is fantastic move and everybody loudest it and maybe some slow down one quarter that's fine,NAG,why people debating on this whiteout any doubt this is fantastic move and everybody loudest it and maybe some slow down one quarter that's fine,63.02,10.68,35,25,143,2
210,facebook_corpus_msr_503593,What I always dream about when I was an Adolescent ! Chalo shuruaat to Hui ..all the best galz..!,NAG,what i always dream about when i was an adolescent ! chalo shuruaat to hui ..all the best galz..!,71.07,7.82,25,18,97,2
211,facebook_corpus_msr_430860,Unchange the rapo rate could lead the stagnated credit growth which effect the profit of the bank .,NAG,unchange the rapo rate could lead the stagnated credit growth which effect the profit of the bank .,70.14,7.7,24,17,99,2
212,facebook_corpus_msr_330525,I agree on stopping the bloodshed part. History is always a challenge but should we all not look forward to where the nest interest of the region lies and both countries. This is ridiculous.,NAG,i agree on stopping the bloodshed part. history is always a challenge but should we all not look forward to where the nest interest of the region lies and both countries. this is ridiculous.,57.87,13.63,46,34,190,2
213,facebook_corpus_msr_406183,"You know I never believed the media's summation of the intelligence or lack thereof of Trump supporters until now. After reading most of these comments I'm left scratching my head. Trump supporters suffer from the ""Emperor has no clothes syndrome"". The ability to see ONLY what they want to see, while fully staring the truth in its face.",NAG,"you know i never believed the media's summation of the intelligence or lack thereof of trump supporters until now. after reading most of these comments i'm left scratching my head. trump supporters suffer from the ""emperor has no clothes syndrome"". the ability to see only what they want to see, while fully staring the truth in its face.",23.98,24.32,85,58,338,2
214,facebook_corpus_msr_428935,An outstanding speech by Mahi...  Love u Mahi... Jai jharkhand,NAG,an outstanding speech by mahi... love u mahi... jai jharkhand,78.25,4.83,14,10,62,2
215,facebook_corpus_msr_467199,Someone has done nothing in his tenture and how can he comment on others ?,NAG,someone has done nothing in his tenture and how can he comment on others ?,71.77,6.73,20,14,74,2
216,facebook_corpus_msr_466698,"Ex pm Manmohan singh still an icon for ecomist, Modi is not nearto him",NAG,"ex pm manmohan singh still an icon for ecomist, modi is not nearto him",89.9,4.2,17,14,70,2
217,facebook_corpus_msr_482911,offering franchisee & zone master franchisee interested parties please cal 9738406045.,NAG,offering franchisee & zone master franchisee interested parties please cal 9738406045.,27.49,11.91,20,10,86,2
218,facebook_corpus_msr_473826,Should start in buying IT n pharma now as it show some strength or wait for trump commentary,NAG,should start in buying it n pharma now as it show some strength or wait for trump commentary,85.16,5.85,22,18,92,2
219,facebook_corpus_msr_335692,We will not spare drinking water but will shout to abolish reservation.. 😎 believe in us. we will give your share in education and jobs 😬,NAG,we will not spare drinking water but will shout to abolish reservation.. 😎 believe in us. we will give your share in education and jobs 😬,66.56,10.43,35,26,137,2
220,facebook_corpus_msr_333832,Hahaha it's no point barking. Your life is like a stray dog you bark bark bark people just ignore.,NAG,hahaha it's no point barking. your life is like a stray dog you bark bark bark people just ignore.,80.69,6.73,24,19,98,2
221,facebook_corpus_msr_417966,"Thnk ma manmohan for this.  Show sme dignity, dnt tke all credits fr other people works.",NAG,"thnk ma manmohan for this. show sme dignity, dnt tke all credits fr other people works.",63.7,8.35,24,16,88,2
222,facebook_corpus_msr_334586,Pakistanis Don't even have enough money to make a Short film,NAG,pakistanis don't even have enough money to make a short film,88.0,3.72,14,11,60,2
223,facebook_corpus_msr_406488,"WHAT A  CROOKED  LADY  WRONGLY  ADORED  AS  AGODESS  AND  SEE THE  AMOUNT  OF  LOOT  SHE  ACCUMULATED IN HER  LIFE  TIME,  SHAME  TAMIL NADU  MILLIONS  OF  SLAVES  AND  ILLIETERATES  ELECTED  HER AS  GODESS  FOR  SO MANY YEARS!  THAT  IS UTTER  SHAME  FOR  INDIAN  DEMOCRACY  TOO!  ""LAW OF KARMA"" TOOK CARE OF HEMANT KARKARE , BECOMING VICTIM OF A PAKKI TERRORIST BULLET THE SAME WAY THAT LAW OF KARMA TOOK CARE OF CHIEF MINSITER JAYALALITHA TOO FOR HAVING HOUNDED AND HARASSED AND TORMENTED SWAMI JAYENDRA SARASWATHI

AND FOR ARRESTING SWAMIJI AT MIDNIGHT OF DIWALI DAY ON COOKED UP AND MALICIOUS MURDER AND EXTORTION CHARGES WHICH WERE PROVED TO BE FALSE IN COURTS LATER!

SO NO ONE CAN ESCAPE LAW OF KARMA IN THIS BIRTH OR IN COMING BIRTHS, PERHAPS??? WILL CHIDAMBARAMA TOO COME UNDER LAW OF KARMA PUNISHMENT IS YET TO BE SEEN, THOUGH!",NAG,"what a crooked lady wrongly adored as agodess and see the amount of loot she accumulated in her life time, shame tamil nadu millions of slaves and illieterates elected her as godess for so many years! that is utter shame for indian democracy too! ""law of karma"" took care of hemant karkare , becoming victim of a pakki terrorist bullet the same way that law of karma took care of chief minsiter jayalalitha too for having hounded and harassed and tormented swami jayendra saraswathi and for arresting swamiji at midnight of diwali day on cooked up and malicious murder and extortion charges which were proved to be false in courts later! so no one can escape law of karma in this birth or in coming births, perhaps??? will chidambarama too come under law of karma punishment is yet to be seen, though!",-75.48,58.82,232,141,838,2
224,facebook_corpus_msr_467581,modi should learn from him how & what to communicate common people not to corporate people.,CAG,modi should learn from him how & what to communicate common people not to corporate people.,50.61,9.93,25,15,91,0
225,facebook_corpus_msr_406290,Why media giving dividing news.?this happen in pak not in India.,NAG,why media giving dividing news.?this happen in pak not in india.,57.23,8.01,18,11,64,2
226,facebook_corpus_msr_433456,"I see a lot of under-performing unsuccessful brats talking about how immoral it is to copy.
Do not question the credibilty of someone who is above you financially or otherwise.
Learn that.",NAG,i see a lot of under-performing unsuccessful brats talking about how immoral it is to copy. do not question the credibilty of someone who is above you financially or otherwise. learn that.,42.17,15.33,50,32,188,2
227,facebook_corpus_msr_407896,अबे कहाँ राजा भोज कहाँ नंगू केजरी अव्वल नम्बर का चूतीया,NAG,अबे कहाँ राजा भोज कहाँ नंगू केजरी अव्वल नम्बर का चूतीया,111.07,0.5,11,11,55,2
228,facebook_corpus_msr_402204,INDIAN PM MODI SHOULD  GIVE FREE HAND TO INDIAN ARMY AND DECLARE FULL FLEGED WAR  AGAINST PAKISTAN,NAG,indian pm modi should give free hand to indian army and declare full fleged war against pakistan,60.19,9.09,26,17,98,2
229,facebook_corpus_msr_424420,Why is GVA growth lower at 6.7% than GDP growth of 7% ?,NAG,why is gva growth lower at 6.7% than gdp growth of 7% ?,95.95,2.86,14,12,55,2
230,facebook_corpus_msr_440087,"Modi not compromising principle for own post , taking risk for the interest of the nation at the risk of own party and own position , A real leader in deed",NAG,"modi not compromising principle for own post , taking risk for the interest of the nation at the risk of own party and own position , a real leader in deed",43.21,14.44,46,29,155,2
231,facebook_corpus_msr_404727,Pakistan is basically a military ruled state and fake democracy' to fool the developed/powerful world for getting  alms ?? A failed nation indeed ??,NAG,pakistan is basically a military ruled state and fake democracy' to fool the developed/powerful world for getting alms ?? a failed nation indeed ??,23.0,15.52,42,22,148,2
232,facebook_corpus_msr_409467,"TODAY We proudly celebrate 6th SEPT as a DEFEFCE DAY of our COUNRTY.

when in 1965, our Daring Tigers of PAKISTAN ARMY crushed the planned, organized and secret aggression of the INDIAN Army..
it was the War in which Worlds most number Tank
s were Destroyed..
and in Our Cities we have lots of those Indian Tanks, which were Crushed by Our Heroes.....

PAKISTAN ZINDABAD
PAK ARMY ZINDABAD........
http://www.facebook.com/photo.php?fbid=428040763908650&set=o.130917846955806&type=1",NAG,"today we proudly celebrate 6th sept as a defefce day of our counrty. when in 1965, our daring tigers of pakistan army crushed the planned, organized and secret aggression of the indian army.. it was the war in which worlds most number tank s were destroyed.. and in our cities we have lots of those indian tanks, which were crushed by our heroes..... pakistan zindabad pak army zindabad........ ",16.64,28.08,98,69,480,2
233,facebook_corpus_msr_357915,The mentors are not only teachers but they are playing very important role I. Understanding the strength and weakness of students and work accordingly. Thank God ? We have such fantastic group of mentors of National Repute at ASA.,NAG,the mentors are not only teachers but they are playing very important role i. understanding the strength and weakness of students and work accordingly. thank god ? we have such fantastic group of mentors of national repute at asa.,36.91,17.55,59,38,230,2
234,facebook_corpus_msr_414498,"Its on second rank ...
Only for few minutes 
Tcl is again 1st
With 4.54 lakh cr. 
And reliance is 4.45 lakh cr.",NAG,its on second rank ... only for few minutes tcl is again 1st with 4.54 lakh cr. and reliance is 4.45 lakh cr.,84.52,6.94,26,22,111,2
235,facebook_corpus_msr_333584,"Cattle stealing is a major problem in Assam specially in remote area, our family has faced this problem twice. I have to pay money in return of my own cattle.  If I was in that crowd I surely will join them.",NAG,"cattle stealing is a major problem in assam specially in remote area, our family has faced this problem twice. i have to pay money in return of my own cattle. if i was in that crowd i surely will join them.",47.61,16.8,57,41,207,2
236,facebook_corpus_msr_328497,wat type of initiative is this  😋 ...he is insane,NAG,wat type of initiative is this 😋 ...he is insane,78.25,4.83,14,10,49,2
237,facebook_corpus_msr_469794,Hats of to modi to remove black money from india👍👍👍,NAG,hats of to modi to remove black money from india👍👍👍,69.79,6.01,15,10,51,2
238,facebook_corpus_msr_489178,Hahahaha.this is not surgical war.this is just stupidity of India.PAKISTAN ZINDABAD,OAG,hahahaha.this is not surgical war.this is just stupidity of india.pakistan zindabad,11.09,14.45,24,11,83,1
239,facebook_corpus_msr_443789,while the India is starving for FDI and privatization. She is talks about domestic saving,NAG,while the india is starving for fdi and privatization. she is talks about domestic saving,56.25,9.14,24,15,89,2
240,facebook_corpus_msr_328711,What is wrong?  Since Aravind Kejriwal is failed let them induct a new CM to retain peoples support.,NAG,what is wrong? since aravind kejriwal is failed let them induct a new cm to retain peoples support.,61.67,9.13,27,18,100,2
241,facebook_corpus_msr_440944,"Unlike many other people who always preach about development, he is on the other side actually doing something towards that end
    I personally appreciate his initiative",NAG,"unlike many other people who always preach about development, he is on the other side actually doing something towards that end i personally appreciate his initiative",14.5,17.7,51,26,170,2
242,facebook_corpus_msr_466933,it feel he is now to old to speak clearly,NAG,it feel he is now to old to speak clearly,103.62,1.29,11,10,41,2
243,facebook_corpus_msr_424446,True bro. There had been many people telling the calculation of GDP is flawed.,NAG,true bro. there had been many people telling the calculation of gdp is flawed.,83.85,5.04,18,14,78,2
244,facebook_corpus_msr_411691,"Saw today's news, that HC Delhi, clear the decks for TATA Sons to pay US$1.18 Billions to DoCoMo for honouring its commitment made while DocoMo agreed to purchase26% stake in Tata Tele services in 2009 at US$2.7Billion.(The then prevailing market price.)

All tax experts are hailing the judgement as, gr8 transperent and strong legal system. This judgenent will encourage more FDI . Blah blah blah.

I fail to understand, all that is fine, ""to uphold the agreement"". However such protection is not available to all sundry.

When we, retail investers purchase shares at the then prevailing market price, why we are not allowed to incorporate such clause, ""should the market price fall 50% of it, Company should give us back at least 50% of the price at which we had purchased the share in market.""

 That time the clause is , ""Investment in market is subject to risk, you may loose your money completely, kindly take advice from experts before investing.""

To understand more clearly a retail invester's agony, lets take an example. Many must have invested in IPOs at a premium , in ""Co A"", believing  tall claims made by promoters. They invested in Rs.10 face valyed share at say Rs225.00 in say 2009 same time when Docomo invested in Tata Tele Services.

Sadly today the said "" Co A"" share market price falls to Rs3.00.

Now can any one of these investers, such aggrived retail invrster approch the company to pay atleast Rs112.50 ( 50% of stake price invested). Just like DoCoMo approaching Tata Sons, to repurchase their shares at 50% of stake price.

I know, tax experts (hailing the Delhi HC judgement ) will say, where is the agreement between the company and retail investers?

Thats exactly, where the shoe pinches. All our system, laws tries to protect interests of super HNIs only.

If Delhi HC feels such clause of protecting 50% of stakeholders price is fair, should not The Govt too amended suitably the existing Company Law, in oder to protect retail investers stakes in comoany.? There pl don't insist on defence, our clause clearly states, your investnents are subject to market risks, may loose your money in entireity.

Will RBI go ahead to appeal in SC? Will our Govt force the pramoters to safeguard the retail investers investments? Well may not be at 50% of their market priced investment, but on some clearly defined prorata basis.",NAG,"saw today's news, that hc delhi, clear the decks for tata sons to pay us$1.18 billions to docomo for honouring its commitment made while docomo agreed to purchase26% stake in tata tele services in 2009 at us$2.7billion.(the then prevailing market price.) all tax experts are hailing the judgement as, gr8 transperent and strong legal system. this judgenent will encourage more fdi . blah blah blah. i fail to understand, all that is fine, ""to uphold the agreement"". however such protection is not available to all sundry. when we, retail investers purchase shares at the then prevailing market price, why we are not allowed to incorporate such clause, ""should the market price fall 50% of it, company should give us back at least 50% of the price at which we had purchased the share in market."" that time the clause is , ""investment in market is subject to risk, you may loose your money completely, kindly take advice from experts before investing."" to understand more clearly a retail invester's agony, lets take an example. many must have invested in ipos at a premium , in ""co a"", believing tall claims made by promoters. they invested in rs.10 face valyed share at say rs225.00 in say 2009 same time when docomo invested in tata tele services. sadly today the said "" co a"" share market price falls to rs3.00. now can any one of these investers, such aggrived retail invrster approch the company to pay atleast rs112.50 ( 50% of stake price invested). just like docomo approaching tata sons, to repurchase their shares at 50% of stake price. i know, tax experts (hailing the delhi hc judgement ) will say, where is the agreement between the company and retail investers? thats exactly, where the shoe pinches. all our system, laws tries to protect interests of super hnis only. if delhi hc feels such clause of protecting 50% of stakeholders price is fair, should not the govt too amended suitably the existing company law, in oder to protect retail investers stakes in comoany.? there pl don't insist on defence, our clause clearly states, your investnents are subject to market risks, may loose your money in entireity. will rbi go ahead to appeal in sc? will our govt force the pramoters to safeguard the retail investers investments? well may not be at 50% of their market priced investment, but on some clearly defined prorata basis.",-314.03,155.19,560,395,2355,2
245,facebook_corpus_msr_428095,"Proud to be a part of Jamshedpur , Jharkhand... also due to Ratan Tata , Mr Dhoni",NAG,"proud to be a part of jamshedpur , jharkhand... also due to ratan tata , mr dhoni",78.81,5.99,20,15,81,2
246,facebook_corpus_msr_411012,"Khurshid Sir, work for this nation and not for your political mileage. Nobody will  go against you. why did you oppose minority reservation earlier. why is it now?????? So don't become chair concerned , try to be concerned for the nation and do something for minority. Only reservation can help minorities as of now. why Muslim were deprived of  reservation for last 60 years. what your govt. did ????",NAG,"khurshid sir, work for this nation and not for your political mileage. nobody will go against you. why did you oppose minority reservation earlier. why is it now?????? so don't become chair concerned , try to be concerned for the nation and do something for minority. only reservation can help minorities as of now. why muslim were deprived of reservation for last 60 years. what your govt. did ????",10.04,28.5,102,67,401,2
247,facebook_corpus_msr_470502,Hi anuj and Sonia pls share ur view on AVIATION SECTOR.,NAG,hi anuj and sonia pls share ur view on aviation sector.,80.31,4.79,15,11,55,2
248,facebook_corpus_msr_469702,"People having upper hand in matter r on show, nice selection of guest gr8..☝☝",NAG,"people having upper hand in matter r on show, nice selection of guest gr8..☝☝",71.77,6.73,20,14,77,2
249,facebook_corpus_msr_466492,Guys ......i know that he did nothing during his spell ........but dont use abusive words against plz .......he is there coz he is something better than u.,NAG,guys ......i know that he did nothing during his spell ........but dont use abusive words against plz .......he is there coz he is something better than u.,79.16,8.93,32,27,155,2
